,Home_code,Away_code,Venue_code,Matchweek,Season,HomeFullPoint,AwayFullPoint,HomeGoal,AwayGoal,HomeConceded,AwayConceded,pastHP,pastAP,pastHG,pastAG,pastHGC,pastAGC,HomeAvgPoint,AwayAvgPoint
1198,0,1,0,6,2019,8.0,4.0,8.0,4.0,8.0,6.0,1.0,1.0,4.0,0.0,4.0,1.0,1.815126050420168,0.8
1199,7,15,7,6,2019,8.0,15.0,11.0,15.0,11.0,4.0,6.0,6.0,7.0,6.0,4.0,1.0,2.042016806722689,2.210084033613445
1200,21,15,21,7,2019,8.0,18.0,7.0,17.0,6.0,5.0,6.0,6.0,2.0,5.0,1.0,2.0,1.3333333333333333,2.216666666666667
1201,1,5,1,7,2019,4.0,8.0,6.0,8.0,9.0,7.0,4.0,4.0,2.0,3.0,3.0,1.0,0.6666666666666666,1.1833333333333331
1202,2,29,2,7,2019,10.0,11.0,11.0,8.0,10.0,7.0,4.0,4.0,6.0,2.0,2.0,0.0,1.2083333333333333,1.25
1203,7,4,7,7,2019,8.0,6.0,12.0,5.0,13.0,8.0,2.0,2.0,6.0,1.0,4.0,1.0,2.025,1.0
1204,8,20,8,7,2019,8.0,6.0,4.0,9.0,7.0,14.0,3.0,3.0,1.0,3.0,5.0,4.0,1.1833333333333331,1.0
1205,26,22,26,7,2019,8.0,7.0,12.0,6.0,8.0,9.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0166666666666666,1.0666666666666669
1206,30,27,30,7,2019,4.0,2.0,7.0,4.0,11.0,18.0,1.0,1.0,3.0,2.0,6.0,10.0,1.3863636363636365,1.1083333333333334
1207,9,16,9,7,2019,7.0,13.0,5.0,24.0,9.0,6.0,3.0,3.0,1.0,10.0,5.0,3.0,1.425,2.408333333333333
1208,14,19,14,7,2019,11.0,5.0,8.0,4.0,5.0,8.0,1.0,1.0,2.0,1.0,2.0,3.0,1.2833333333333334,1.146341463414634
1209,17,0,17,7,2019,8.0,11.0,8.0,11.0,6.0,10.0,4.0,4.0,1.0,5.0,2.0,4.0,1.8666666666666667,1.825
1210,4,26,4,8,2019,6.0,11.0,5.0,14.0,10.0,9.0,3.0,3.0,0.0,3.0,2.0,3.0,0.9879518072289156,2.024793388429752
1211,5,9,5,8,2019,9.0,7.0,10.0,6.0,9.0,12.0,0.0,0.0,4.0,1.0,2.0,5.0,1.181818181818182,1.4132231404958675
1212,15,14,15,8,2019,21.0,14.0,18.0,13.0,5.0,5.0,6.0,6.0,3.0,7.0,1.0,1.0,2.2231404958677685,1.2975206611570247
1213,20,1,20,8,2019,6.0,5.0,9.0,8.0,16.0,11.0,1.0,1.0,0.0,4.0,4.0,5.0,0.8571428571428571,0.7142857142857143
1214,27,21,27,8,2019,2.0,8.0,4.0,7.0,20.0,7.0,3.0,3.0,0.0,2.0,10.0,1.0,1.0991735537190082,1.1428571428571428
1215,29,8,29,8,2019,12.0,11.0,10.0,6.0,9.0,7.0,4.0,4.0,4.0,3.0,2.0,1.0,1.2479338842975207,1.1983471074380163
1216,0,2,0,8,2019,12.0,11.0,12.0,13.0,11.0,12.0,4.0,4.0,4.0,5.0,3.0,3.0,1.818181818181818,1.206611570247934
1217,16,30,16,8,2019,16.0,7.0,27.0,9.0,7.0,11.0,4.0,4.0,11.0,3.0,1.0,1.0,2.413223140495868,1.4222222222222225
1218,22,7,22,8,2019,7.0,11.0,7.0,14.0,11.0,13.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0578512396694215,2.0330578512396693
1219,19,17,19,8,2019,5.0,9.0,4.0,9.0,13.0,7.0,1.0,1.0,0.0,1.0,5.0,3.0,1.1325301204819278,1.859504132231405
1220,9,29,9,9,2019,7.0,12.0,6.0,11.0,13.0,11.0,1.0,1.0,1.0,3.0,4.0,4.0,1.401639344262295,1.2377049180327868
1221,1,4,1,9,2019,8.0,9.0,13.0,8.0,12.0,10.0,3.0,3.0,7.0,3.0,3.0,2.0,1.0,1.011904761904762
1222,2,20,2,9,2019,11.0,6.0,13.0,10.0,13.0,21.0,0.0,0.0,2.0,1.0,3.0,7.0,1.1967213114754098,0.75
1223,7,19,7,9,2019,14.0,8.0,18.0,5.0,14.0,13.0,3.0,3.0,6.0,1.0,1.0,5.0,2.040983606557377,1.1547619047619049
1224,14,5,14,9,2019,14.0,12.0,14.0,11.0,7.0,9.0,4.0,4.0,6.0,3.0,2.0,2.0,1.286885245901639,1.1967213114754098
1225,26,27,26,9,2019,11.0,3.0,14.0,4.0,12.0,20.0,1.0,1.0,2.0,0.0,4.0,2.0,2.0081967213114758,1.098360655737705
1226,30,22,30,9,2019,10.0,7.0,11.0,8.0,11.0,15.0,0.0,0.0,4.0,2.0,0.0,6.0,1.4565217391304348,1.0491803278688523
1227,8,16,8,9,2019,14.0,16.0,8.0,27.0,8.0,9.0,3.0,3.0,4.0,3.0,1.0,3.0,1.213114754098361,2.39344262295082
1228,17,15,17,9,2019,9.0,24.0,9.0,20.0,8.0,6.0,6.0,6.0,1.0,3.0,2.0,1.0,1.8442622950819672,2.2295081967213117
1229,21,0,21,9,2019,9.0,15.0,7.0,13.0,7.0,11.0,4.0,4.0,0.0,2.0,1.0,1.0,1.125,1.8278688524590163
1230,22,14,22,10,2019,8.0,17.0,9.0,16.0,16.0,8.0,3.0,3.0,2.0,3.0,5.0,3.0,1.048780487804878,1.3008130081300813
1231,16,1,16,10,2019,19.0,11.0,29.0,15.0,9.0,13.0,6.0,6.0,2.0,7.0,2.0,2.0,2.398373983739837,1.2222222222222223
1232,4,9,4,10,2019,9.0,10.0,9.0,8.0,12.0,13.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.4146341463414631
1233,27,2,27,10,2019,4.0,12.0,5.0,13.0,21.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0975609756097562,1.195121951219512
1234,29,21,29,10,2019,12.0,12.0,11.0,8.0,13.0,7.0,4.0,4.0,1.0,1.0,4.0,0.0,1.227642276422764,1.3333333333333333
1235,5,7,5,10,2019,12.0,17.0,12.0,19.0,11.0,14.0,6.0,6.0,2.0,5.0,2.0,1.0,1.1869918699186992,2.048780487804878
1236,19,30,19,10,2019,8.0,11.0,5.0,12.0,14.0,12.0,4.0,4.0,1.0,3.0,1.0,1.0,1.1411764705882352,1.446808510638298
1237,0,8,0,10,2019,15.0,14.0,13.0,8.0,12.0,10.0,3.0,3.0,1.0,2.0,1.0,3.0,1.8130081300813008,1.2032520325203253
1238,15,26,15,10,2019,25.0,12.0,21.0,15.0,7.0,13.0,1.0,1.0,3.0,1.0,2.0,4.0,2.2195121951219514,2.0
1239,20,17,20,10,2019,7.0,10.0,10.0,10.0,21.0,9.0,1.0,1.0,1.0,1.0,5.0,2.0,0.7777777777777778,1.83739837398374
1240,2,17,2,11,2019,13.0,13.0,13.0,13.0,13.0,10.0,4.0,4.0,0.0,4.0,0.0,2.0,1.1935483870967742,1.846774193548387
1241,0,30,0,11,2019,16.0,12.0,15.0,13.0,14.0,13.0,2.0,2.0,2.0,2.0,3.0,2.0,1.8064516129032255,1.4375
1242,1,15,1,11,2019,11.0,28.0,15.0,23.0,16.0,8.0,4.0,4.0,2.0,3.0,4.0,2.0,1.1,2.225806451612903
1243,4,20,4,11,2019,12.0,7.0,12.0,11.0,14.0,24.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0232558139534884,0.7
1244,16,22,16,11,2019,22.0,8.0,32.0,9.0,9.0,25.0,1.0,1.0,5.0,1.0,0.0,10.0,2.403225806451613,1.0403225806451613
1245,21,5,21,11,2019,13.0,12.0,9.0,14.0,8.0,15.0,0.0,0.0,2.0,3.0,1.0,6.0,1.3,1.1774193548387095
1246,29,19,29,11,2019,13.0,9.0,12.0,6.0,14.0,15.0,1.0,1.0,1.0,1.0,3.0,2.0,1.2258064516129032,1.1395348837209305
1247,27,7,27,11,2019,5.0,20.0,5.0,23.0,21.0,16.0,6.0,6.0,1.0,5.0,1.0,2.0,1.096774193548387,2.056451612903226
1248,8,14,8,11,2019,15.0,20.0,10.0,25.0,12.0,8.0,6.0,6.0,2.0,11.0,4.0,1.0,1.2016129032258065,1.314516129032258
1249,9,26,9,11,2019,10.0,12.0,10.0,16.0,16.0,15.0,1.0,1.0,4.0,2.0,3.0,3.0,1.403225806451613,1.9838709677419355
1250,20,27,20,12,2019,7.0,5.0,11.0,6.0,26.0,23.0,1.0,1.0,1.0,1.0,5.0,2.0,0.6363636363636364,1.088
1251,7,8,7,12,2019,23.0,15.0,25.0,10.0,17.0,14.0,1.0,1.0,6.0,2.0,3.0,4.0,2.064,1.192
1252,5,29,5,12,2019,12.0,13.0,14.0,14.0,18.0,17.0,1.0,1.0,2.0,3.0,7.0,4.0,1.168,1.216
1253,19,2,19,12,2019,12.0,16.0,9.0,14.0,17.0,13.0,4.0,4.0,4.0,1.0,3.0,0.0,1.160919540229885,1.208
1254,22,9,22,12,2019,8.0,11.0,10.0,11.0,27.0,17.0,1.0,1.0,1.0,3.0,11.0,4.0,1.032,1.4
1255,26,21,26,12,2019,13.0,16.0,17.0,12.0,16.0,8.0,4.0,4.0,2.0,4.0,3.0,1.0,1.976,1.4545454545454546
1256,14,0,14,12,2019,23.0,17.0,27.0,16.0,8.0,15.0,2.0,2.0,11.0,3.0,0.0,3.0,1.328,1.8
1257,17,4,17,12,2019,13.0,15.0,13.0,14.0,11.0,14.0,6.0,6.0,3.0,5.0,2.0,2.0,1.832,1.0459770114942528
1258,30,1,30,12,2019,13.0,11.0,14.0,16.0,14.0,18.0,0.0,0.0,2.0,1.0,2.0,5.0,1.4285714285714286,1.0
1259,15,16,15,12,2019,31.0,25.0,25.0,34.0,9.0,10.0,6.0,6.0,4.0,5.0,2.0,1.0,2.232,2.408
1260,29,26,29,13,2019,13.0,14.0,14.0,18.0,20.0,17.0,2.0,2.0,2.0,2.0,6.0,2.0,1.2063492063492065,1.968253968253968
1261,0,22,0,13,2019,17.0,8.0,16.0,11.0,17.0,29.0,0.0,0.0,1.0,2.0,3.0,4.0,1.7857142857142858,1.0238095238095235
1262,2,30,2,13,2019,16.0,16.0,15.0,16.0,15.0,15.0,4.0,4.0,2.0,3.0,2.0,2.0,1.1984126984126984,1.46
1263,4,14,4,13,2019,15.0,26.0,15.0,29.0,17.0,8.0,6.0,6.0,3.0,4.0,3.0,0.0,1.0340909090909092,1.3412698412698412
1264,8,15,8,13,2019,15.0,34.0,10.0,28.0,16.0,10.0,6.0,6.0,0.0,5.0,4.0,2.0,1.1825396825396826,2.238095238095238
1265,9,20,9,13,2019,14.0,7.0,13.0,11.0,18.0,28.0,0.0,0.0,3.0,0.0,2.0,4.0,1.4126984126984128,0.5833333333333334
1266,27,5,27,13,2019,8.0,15.0,8.0,17.0,23.0,18.0,3.0,3.0,3.0,3.0,2.0,3.0,1.1031746031746033,1.1825396825396826
1267,16,7,16,13,2019,25.0,26.0,35.0,27.0,13.0,17.0,6.0,6.0,3.0,4.0,4.0,1.0,2.388888888888889,2.071428571428572
1268,21,17,21,13,2019,17.0,16.0,13.0,16.0,9.0,12.0,3.0,3.0,4.0,3.0,1.0,2.0,1.4166666666666667,1.8412698412698407
1269,1,19,1,13,2019,11.0,15.0,17.0,11.0,20.0,18.0,6.0,6.0,2.0,5.0,4.0,3.0,0.9166666666666666,1.181818181818182
1270,19,16,19,14,2019,15.0,28.0,11.0,37.0,20.0,14.0,3.0,3.0,2.0,3.0,3.0,4.0,1.1685393258426966,2.393700787401575
1271,5,8,5,14,2019,18.0,15.0,20.0,11.0,18.0,18.0,0.0,0.0,6.0,1.0,0.0,4.0,1.1968503937007875,1.1732283464566928
1272,7,29,7,14,2019,26.0,13.0,28.0,16.0,19.0,23.0,0.0,0.0,3.0,2.0,2.0,6.0,2.0551181102362204,1.1968503937007875
1273,15,4,15,14,2019,37.0,15.0,30.0,15.0,11.0,19.0,0.0,0.0,5.0,1.0,2.0,5.0,2.2440944881889764,1.0224719101123596
1274,26,2,26,14,2019,17.0,16.0,21.0,16.0,19.0,17.0,0.0,0.0,4.0,2.0,3.0,4.0,1.9763779527559056,1.188976377952756
1275,22,27,22,14,2019,9.0,8.0,13.0,8.0,31.0,26.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0236220472440944,1.094488188976378
1276,20,0,20,14,2019,10.0,18.0,13.0,18.0,28.0,19.0,1.0,1.0,2.0,2.0,2.0,4.0,0.7692307692307693,1.779527559055118
1277,30,21,30,14,2019,19.0,18.0,18.0,16.0,16.0,12.0,2.0,2.0,4.0,4.0,2.0,4.0,1.4901960784313726,1.3846153846153846
1278,14,9,14,14,2019,29.0,14.0,31.0,13.0,8.0,20.0,3.0,3.0,4.0,2.0,0.0,3.0,1.3543307086614174,1.4015748031496065
1279,17,1,17,14,2019,17.0,14.0,19.0,19.0,15.0,20.0,3.0,3.0,6.0,3.0,4.0,2.0,1.8346456692913389,1.0769230769230769
1280,8,2,8,15,2019,18.0,16.0,13.0,18.0,18.0,20.0,0.0,0.0,3.0,3.0,2.0,5.0,1.1875,1.1796875
1281,5,16,5,15,2019,18.0,29.0,20.0,39.0,20.0,16.0,4.0,4.0,3.0,4.0,2.0,3.0,1.1875,2.3828125
1282,7,1,7,15,2019,26.0,15.0,28.0,21.0,20.0,22.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0390625,1.0714285714285714
1283,14,27,14,15,2019,32.0,8.0,33.0,9.0,9.0,28.0,0.0,0.0,4.0,1.0,1.0,5.0,1.3671875,1.0859375
1284,17,26,17,15,2019,18.0,20.0,21.0,24.0,17.0,21.0,6.0,6.0,5.0,6.0,5.0,4.0,1.828125,1.984375
1285,22,20,22,15,2019,12.0,11.0,15.0,15.0,32.0,30.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0390625,0.7857142857142857
1286,30,29,30,15,2019,20.0,16.0,19.0,17.0,17.0,23.0,3.0,3.0,3.0,3.0,2.0,3.0,1.4807692307692308,1.2109375
1287,15,9,15,15,2019,40.0,14.0,32.0,14.0,12.0,22.0,0.0,0.0,4.0,1.0,2.0,4.0,2.25,1.390625
1288,21,19,21,15,2019,19.0,16.0,17.0,13.0,13.0,22.0,1.0,1.0,4.0,2.0,4.0,4.0,1.3571428571428572,1.1666666666666667
1289,0,4,0,15,2019,19.0,15.0,20.0,16.0,21.0,21.0,0.0,0.0,4.0,1.0,4.0,4.0,1.7734375,1.011111111111111
1290,9,7,9,16,2019,14.0,29.0,16.0,30.0,27.0,21.0,3.0,3.0,3.0,2.0,7.0,2.0,1.37984496124031,2.046511627906977
1291,2,15,2,16,2019,16.0,43.0,18.0,37.0,21.0,14.0,6.0,6.0,2.0,7.0,4.0,3.0,1.1705426356589148,2.255813953488372
1292,26,5,26,16,2019,20.0,18.0,25.0,21.0,23.0,24.0,0.0,0.0,4.0,1.0,4.0,6.0,1.9689922480620157,1.178294573643411
1293,27,8,27,16,2019,8.0,21.0,9.0,14.0,30.0,18.0,6.0,6.0,1.0,3.0,4.0,0.0,1.0775193798449612,1.2015503875968991
1294,16,17,16,16,2019,32.0,21.0,43.0,23.0,17.0,18.0,4.0,4.0,6.0,4.0,3.0,3.0,2.387596899224806,1.837209302325581
1295,1,14,1,16,2019,15.0,35.0,22.0,35.0,24.0,9.0,6.0,6.0,3.0,4.0,4.0,1.0,1.0,1.37984496124031
1296,19,22,19,16,2019,19.0,15.0,15.0,17.0,22.0,33.0,6.0,6.0,4.0,4.0,2.0,2.0,1.1868131868131868,1.054263565891473
1297,20,21,20,16,2019,11.0,19.0,16.0,17.0,32.0,15.0,1.0,1.0,3.0,1.0,4.0,3.0,0.7333333333333333,1.2666666666666666
1298,4,30,4,16,2019,18.0,23.0,18.0,21.0,22.0,17.0,4.0,4.0,3.0,3.0,3.0,1.0,1.032967032967033,1.509433962264151
1299,29,0,29,16,2019,16.0,19.0,17.0,21.0,25.0,23.0,1.0,1.0,1.0,3.0,2.0,4.0,1.2015503875968991,1.7596899224806202
1300,15,27,15,17,2019,46.0,9.0,40.0,9.0,14.0,30.0,1.0,1.0,8.0,0.0,2.0,2.0,2.261538461538461,1.0769230769230769
1301,5,19,5,17,2019,18.0,22.0,21.0,17.0,29.0,23.0,6.0,6.0,1.0,4.0,9.0,1.0,1.1692307692307693,1.2065217391304348
1302,7,2,7,17,2019,29.0,16.0,31.0,18.0,24.0,24.0,0.0,0.0,3.0,0.0,4.0,4.0,2.0307692307692307,1.1615384615384616
1303,14,20,14,17,2019,38.0,11.0,39.0,17.0,10.0,34.0,0.0,0.0,6.0,2.0,1.0,4.0,1.3923076923076922,0.6875
1304,21,1,21,17,2019,22.0,15.0,19.0,23.0,16.0,28.0,0.0,0.0,2.0,2.0,3.0,6.0,1.375,0.9375
1305,22,29,22,17,2019,15.0,16.0,18.0,18.0,35.0,28.0,0.0,0.0,3.0,1.0,3.0,5.0,1.0461538461538462,1.1923076923076923
1306,17,9,17,17,2019,24.0,17.0,25.0,19.0,19.0,28.0,3.0,3.0,4.0,5.0,2.0,6.0,1.8461538461538465,1.3923076923076922
1307,30,26,30,17,2019,24.0,23.0,23.0,30.0,19.0,23.0,3.0,3.0,4.0,6.0,2.0,2.0,1.5,1.976923076923077
1308,0,16,0,17,2019,22.0,32.0,24.0,44.0,24.0,19.0,3.0,3.0,4.0,5.0,3.0,3.0,1.7692307692307692,2.3692307692307693
1309,8,4,8,17,2019,22.0,19.0,14.0,20.0,18.0,24.0,4.0,4.0,1.0,4.0,0.0,3.0,1.2,1.0326086956521738
1310,9,0,9,18,2019,18.0,22.0,20.0,24.0,29.0,27.0,3.0,3.0,4.0,3.0,2.0,4.0,1.3893129770992367,1.7557251908396947
1311,1,22,1,18,2019,15.0,15.0,23.0,18.0,30.0,36.0,0.0,0.0,1.0,1.0,6.0,3.0,0.8823529411764706,1.0381679389312977
1312,2,5,2,18,2019,19.0,21.0,19.0,22.0,24.0,29.0,3.0,3.0,1.0,1.0,3.0,5.0,1.1755725190839694,1.183206106870229
1313,4,21,4,18,2019,20.0,25.0,21.0,21.0,25.0,16.0,6.0,6.0,3.0,4.0,3.0,1.0,1.032258064516129,1.4705882352941178
1314,19,8,19,18,2019,22.0,23.0,17.0,15.0,24.0,19.0,2.0,2.0,2.0,1.0,2.0,1.0,1.1935483870967742,1.1984732824427482
1315,20,30,20,18,2019,12.0,24.0,18.0,24.0,35.0,21.0,1.0,1.0,2.0,3.0,3.0,4.0,0.7058823529411765,1.4727272727272729
1316,16,14,16,18,2019,35.0,39.0,47.0,40.0,19.0,11.0,4.0,4.0,4.0,5.0,2.0,2.0,2.3740458015267176,1.3893129770992367
1317,27,17,27,18,2019,9.0,25.0,9.0,26.0,32.0,20.0,4.0,4.0,0.0,3.0,2.0,2.0,1.068702290076336,1.8396946564885497
1318,26,7,26,18,2019,26.0,29.0,32.0,31.0,24.0,25.0,0.0,0.0,7.0,1.0,1.0,4.0,1.984732824427481,2.015267175572519
1319,26,4,26,18,2019,26.0,20.0,32.0,21.0,26.0,26.0,1.0,1.0,2.0,1.0,3.0,2.0,1.9696969696969695,1.0212765957446808
1320,1,20,1,19,2019,15.0,12.0,24.0,19.0,33.0,37.0,1.0,1.0,1.0,2.0,5.0,3.0,0.8333333333333334,0.6666666666666666
1321,2,0,2,19,2019,19.0,23.0,19.0,24.0,25.0,27.0,1.0,1.0,1.0,0.0,1.0,3.0,1.1666666666666667,1.75
1322,7,22,7,19,2019,32.0,18.0,33.0,21.0,25.0,37.0,3.0,3.0,2.0,3.0,1.0,2.0,2.022727272727273,1.053030303030303
1323,8,29,8,19,2019,23.0,19.0,15.0,19.0,20.0,28.0,3.0,3.0,1.0,2.0,2.0,3.0,1.1893939393939394,1.2061068702290076
1324,9,5,9,19,2019,19.0,24.0,20.0,23.0,29.0,29.0,6.0,6.0,1.0,2.0,1.0,0.0,1.3863636363636365,1.196969696969697
1325,21,27,21,19,2019,28.0,12.0,22.0,11.0,16.0,32.0,3.0,3.0,3.0,2.0,0.0,2.0,1.5555555555555556,1.0833333333333333
1326,17,19,17,19,2019,25.0,25.0,26.0,18.0,22.0,24.0,3.0,3.0,1.0,1.0,3.0,1.0,1.825757575757576,1.2127659574468086
1327,14,15,14,19,2019,39.0,49.0,41.0,42.0,14.0,14.0,6.0,6.0,2.0,5.0,4.0,0.0,1.378787878787879,2.267175572519084
1328,30,16,30,19,2019,27.0,38.0,26.0,50.0,22.0,20.0,6.0,6.0,3.0,6.0,3.0,1.0,1.5,2.378787878787879
1329,4,2,4,19,2019,20.0,20.0,22.0,20.0,28.0,26.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0105263157894735,1.1654135338345866
1330,19,9,19,20,2019,25.0,22.0,19.0,21.0,28.0,29.0,4.0,4.0,2.0,1.0,4.0,0.0,1.2,1.3984962406015038
1331,22,8,22,20,2019,21.0,26.0,23.0,17.0,37.0,21.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0676691729323309,1.2030075187969924
1332,27,1,27,20,2019,13.0,18.0,12.0,25.0,33.0,33.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0827067669172932,0.9473684210526316
1333,20,26,20,20,2019,12.0,29.0,19.0,34.0,38.0,27.0,3.0,3.0,1.0,2.0,3.0,3.0,0.631578947368421,1.9774436090225564
1334,29,14,29,20,2019,19.0,39.0,20.0,41.0,30.0,18.0,0.0,0.0,2.0,1.0,2.0,7.0,1.196969696969697,1.368421052631579
1335,5,17,5,20,2019,24.0,28.0,23.0,30.0,30.0,23.0,3.0,3.0,1.0,4.0,1.0,3.0,1.18796992481203,1.8345864661654132
1336,0,7,0,20,2019,24.0,32.0,25.0,33.0,28.0,27.0,3.0,3.0,1.0,2.0,1.0,2.0,1.744360902255639,2.007518796992481
1337,15,30,15,20,2019,52.0,30.0,46.0,29.0,14.0,24.0,6.0,6.0,6.0,5.0,0.0,3.0,2.272727272727273,1.5263157894736843
1338,16,21,16,20,2019,38.0,29.0,52.0,23.0,23.0,17.0,4.0,4.0,5.0,2.0,4.0,1.0,2.3609022556390977,1.5263157894736843
1339,4,7,4,20,2019,23.0,35.0,24.0,35.0,28.0,28.0,3.0,3.0,3.0,2.0,2.0,3.0,1.03125,2.014925373134328
1340,5,1,5,21,2019,24.0,18.0,23.0,25.0,32.0,36.0,3.0,3.0,0.0,1.0,3.0,3.0,1.1791044776119404,0.9
1341,19,14,19,21,2019,25.0,42.0,20.0,43.0,30.0,19.0,3.0,3.0,2.0,2.0,6.0,5.0,1.1875,1.3805970149253732
1342,22,26,22,21,2019,22.0,30.0,24.0,36.0,38.0,29.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0671641791044777,1.9701492537313432
1343,27,30,27,21,2019,16.0,30.0,15.0,29.0,33.0,25.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0970149253731345,1.5
1344,16,9,16,21,2019,41.0,25.0,54.0,23.0,23.0,30.0,6.0,6.0,4.0,3.0,3.0,1.0,2.3656716417910446,1.4104477611940298
1345,20,8,20,21,2019,13.0,27.0,21.0,18.0,40.0,22.0,4.0,4.0,2.0,3.0,3.0,2.0,0.65,1.2014925373134329
1346,29,2,29,21,2019,19.0,20.0,21.0,20.0,32.0,28.0,1.0,1.0,2.0,1.0,4.0,3.0,1.18796992481203,1.1567164179104477
1347,0,17,0,21,2019,24.0,31.0,26.0,32.0,30.0,23.0,6.0,6.0,2.0,6.0,3.0,1.0,1.7313432835820894,1.8432835820895523
1348,15,21,15,21,2019,55.0,29.0,47.0,23.0,14.0,19.0,1.0,1.0,5.0,1.0,0.0,3.0,2.278195488721805,1.45
1349,21,29,21,21,2019,29.0,22.0,23.0,25.0,21.0,32.0,3.0,3.0,0.0,5.0,4.0,2.0,1.380952380952381,1.2014925373134329
1350,8,0,8,22,2019,28.0,27.0,19.0,28.0,23.0,30.0,3.0,3.0,2.0,3.0,2.0,2.0,1.2,1.7407407407407407
1351,7,5,7,22,2019,36.0,24.0,36.0,24.0,29.0,34.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0074074074074075,1.1703703703703705
1352,9,4,9,22,2019,25.0,24.0,24.0,25.0,32.0,29.0,4.0,4.0,3.0,3.0,3.0,1.0,1.4,1.0309278350515465
1353,14,22,14,22,2019,45.0,25.0,46.0,25.0,19.0,38.0,4.0,4.0,5.0,2.0,1.0,1.0,1.3925925925925926,1.0814814814814817
1354,17,20,17,22,2019,31.0,14.0,32.0,22.0,25.0,41.0,2.0,2.0,2.0,3.0,2.0,3.0,1.8296296296296295,0.6666666666666666
1355,30,19,30,22,2019,30.0,25.0,30.0,20.0,27.0,33.0,0.0,0.0,1.0,1.0,3.0,5.0,1.4745762711864407,1.175257731958763
1356,26,15,26,22,2019,30.0,58.0,36.0,49.0,30.0,14.0,6.0,6.0,2.0,3.0,3.0,0.0,1.9555555555555555,2.283582089552239
1357,2,27,2,22,2019,20.0,19.0,20.0,17.0,32.0,34.0,6.0,6.0,0.0,5.0,6.0,1.0,1.148148148148148,1.1111111111111112
1358,1,16,1,22,2019,21.0,44.0,27.0,56.0,37.0,24.0,6.0,6.0,2.0,4.0,4.0,1.0,1.0,2.3703703703703702
1359,27,26,27,22,2019,22.0,30.0,20.0,36.0,34.0,31.0,0.0,0.0,5.0,0.0,1.0,2.0,1.125,1.9411764705882355
1360,0,21,0,23,2019,28.0,32.0,29.0,24.0,31.0,21.0,3.0,3.0,3.0,1.0,1.0,2.0,1.7352941176470589,1.4545454545454546
1361,4,1,4,23,2019,24.0,21.0,25.0,28.0,30.0,43.0,3.0,3.0,1.0,3.0,2.0,7.0,1.020408163265306,0.9545454545454546
1362,16,8,16,23,2019,47.0,29.0,62.0,20.0,25.0,24.0,2.0,2.0,8.0,2.0,2.0,2.0,2.375,1.1985294117647058
1363,20,2,20,23,2019,14.0,20.0,22.0,20.0,45.0,35.0,0.0,0.0,1.0,0.0,5.0,7.0,0.6363636363636364,1.1397058823529411
1364,22,30,22,23,2019,28.0,31.0,27.0,31.0,39.0,28.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0955882352941178,1.4666666666666666
1365,29,9,29,23,2019,22.0,28.0,25.0,25.0,33.0,32.0,3.0,3.0,4.0,2.0,1.0,2.0,1.1925925925925926,1.411764705882353
1366,19,7,19,23,2019,26.0,39.0,21.0,39.0,34.0,29.0,4.0,4.0,1.0,4.0,4.0,1.0,1.173469387755102,2.014705882352941
1367,5,14,5,23,2019,24.0,45.0,24.0,47.0,37.0,21.0,3.0,3.0,1.0,4.0,5.0,2.0,1.161764705882353,1.3823529411764706
1368,15,17,15,23,2019,61.0,34.0,50.0,36.0,14.0,25.0,3.0,3.0,3.0,4.0,0.0,2.0,2.2888888888888888,1.838235294117647
1369,1,27,1,23,2019,22.0,23.0,29.0,20.0,44.0,34.0,4.0,4.0,2.0,3.0,7.0,0.0,0.9565217391304348,1.124087591240876
1370,2,4,2,24,2019,20.0,25.0,20.0,26.0,36.0,31.0,1.0,1.0,0.0,1.0,4.0,2.0,1.131386861313869,1.02020202020202
1371,8,22,8,24,2019,30.0,28.0,22.0,29.0,26.0,42.0,3.0,3.0,3.0,4.0,3.0,4.0,1.197080291970803,1.0875912408759123
1372,9,19,9,24,2019,29.0,29.0,26.0,22.0,33.0,34.0,4.0,4.0,2.0,2.0,1.0,1.0,1.4087591240875912,1.1919191919191918
1373,21,16,21,24,2019,33.0,48.0,25.0,64.0,22.0,27.0,4.0,4.0,2.0,8.0,1.0,3.0,1.434782608695652,2.3649635036496357
1374,7,0,7,24,2019,39.0,29.0,39.0,30.0,30.0,32.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.72992700729927
1375,14,29,14,24,2019,45.0,23.0,48.0,26.0,23.0,34.0,1.0,1.0,2.0,1.0,4.0,2.0,1.3722627737226278,1.1911764705882353
